Datum;Kurs
2012-03-01;55,31
2012-02-29;55,02
2012-02-28;54,73
2012-02-27;54,70
2012-02-24;54,69
2012-02-23;54,90
2012-02-22;55,05
2012-02-21;55,27
2012-02-20;55,41
2012-02-17;55,34
2012-02-16;55,28
2012-02-15;55,31
2012-02-14;54,65
2012-02-13;54,51
2012-02-10;54,18
2012-02-09;54,41
2012-02-08;54,39
2012-02-07;54,42
2012-02-06;54,70
2012-02-03;54,82
2012-02-02;54,04
2012-02-01;53,90
2012-01-31;53,45
2012-01-30;53,20
2012-01-27;53,38
2012-01-26;53,83
2012-01-25;53,79
2012-01-24;53,75
2012-01-23;53,80
2012-01-20;53,81
2012-01-19;54,02
2012-01-18;53,66
2012-01-17;53,77
2012-01-16;53,64
2012-01-13;53,27
2012-01-12;52,96
2012-01-11;53,44
2012-01-10;53,43
2012-01-09;52,57
2012-01-06;52,81
2012-01-05;52,54
2012-01-04;52,31
2012-01-03;52,18
2012-01-02;52,66
2011-12-29;50,76
2011-12-28;50,87
2011-12-27;51,35
2011-12-23;51,12
2011-12-22;50,58
2011-12-21;50,02
2011-12-20;50,13
2011-12-19;49,15
2011-12-16;49,63
2011-12-15;49,62
2011-12-14;49,34
2011-12-13;50,28
2011-12-12;49,53
2011-12-09;50,14
2011-12-08;49,77
2011-12-07;50,27
2011-12-06;50,22
2011-12-05;50,57
2011-12-02;50,33
2011-12-01;49,63
2011-11-30;49,95
2011-11-29;48,46
2011-11-28;48,21
2011-11-25;46,95
2011-11-24;46,52
2011-11-23;46,51
2011-11-22;46,95
2011-11-18;48,38
2011-11-17;49,13
2011-11-16;49,89
2011-11-15;49,65
2011-11-14;49,77
2011-11-11;49,88
2011-11-10;49,16
2011-11-09;49,49
2011-11-08;49,57
2011-11-07;49,26
2011-11-04;49,23
2011-11-03;49,53
2011-11-02;48,98
2011-11-01;48,29
2011-10-31;49,36
2011-10-28;50,04
2011-10-27;49,90
2011-10-26;48,60
2011-10-25;48,75
2011-10-24;49,04
2011-10-21;48,39
2011-10-20;47,82
2011-10-19;48,34
2011-10-18;48,00
2011-10-17;48,16
2011-10-14;48,09
2011-10-13;47,83
2011-10-12;48,25
2011-10-11;47,86
2011-10-10;47,62
2011-10-07;47,13
2011-10-06;46,95
2011-10-03;46,22
2011-09-30;46,25
2011-09-29;46,66
2011-09-28;46,87
2011-09-26;45,76
2011-09-23;45,37
2011-09-21;47,26
2011-09-20;48,20
2011-09-19;47,47
2011-09-16;47,93
2011-09-15;47,39
2011-09-14;46,96
2011-09-13;46,64
2011-09-12;46,26
2011-09-09;47,35
2011-09-06;45,85
2011-09-05;45,50
2011-09-02;46,80
2011-09-01;47,74
2011-08-30;46,58
2011-08-26;45,29
2011-08-25;45,38
2011-08-23;45,07
2011-08-22;44,46
2011-08-17;46,92
2011-08-16;46,87
2011-08-15;46,67
2011-08-11;45,57
2011-08-09;45,43
2011-08-05;47,92
2011-08-02;50,80
2011-08-01;51,29
2011-07-29;51,43
2011-07-28;52,11
2011-07-27;51,94
2011-07-26;52,26
2011-07-25;52,70
2011-07-22;52,84
2011-07-21;52,64
2011-07-20;52,58
2011-07-19;52,22
2011-07-18;51,94
2011-07-15;52,38
2011-07-13;52,96
2011-07-12;52,84
2011-07-11;52,92
2011-07-08;53,01
2011-07-07;53,25
2011-07-06;52,88
2011-07-05;52,57
2011-07-04;52,54
2011-07-01;52,24
2011-06-30;51,87
2011-06-28;50,93
2011-06-27;50,64
2011-06-24;50,88
2011-06-23;50,66
2011-06-22;50,98
2011-06-20;50,48
2011-06-17;50,59
2011-06-16;50,93
2011-06-15;50,97
2011-06-14;50,94
2011-06-13;50,61
2011-06-10;50,62
2011-06-09;50,92
2011-06-08;50,49
2011-06-07;50,64
2011-06-06;50,81
2011-06-03;51,77
2011-06-01;52,47
2011-05-31;52,97
2011-05-30;52,82
2011-05-27;52,94
2011-05-26;52,74
2011-05-25;52,71
2011-05-24;52,48
2011-05-23;52,47
2011-05-20;52,99
2011-05-19;52,94
2011-05-18;52,82
