Datum;Kurs
2012-01-23;30,04
2012-01-20;29,90
2012-01-19;30,07
2012-01-18;29,75
2012-01-17;29,62
2012-01-16;29,28
2012-01-13;29,14
2012-01-12;28,93
2012-01-11;29,11
2012-01-10;29,06
2012-01-09;28,39
2012-01-06;28,37
2012-01-05;28,22
2012-01-04;28,14
2012-01-03;28,10
2012-01-02;27,90
2011-12-30;27,62
2011-12-29;27,53
2011-12-28;27,28
2011-12-27;27,45
2011-12-23;27,68
2011-12-22;27,49
2011-12-21;27,03
2011-12-20;27,06
2011-12-19;26,53
2011-12-16;26,96
2011-12-15;26,90
2011-12-14;26,79
2011-12-13;27,09
2011-12-12;26,76
2011-12-09;27,39
2011-12-08;27,31
2011-12-07;27,76
2011-12-06;27,66
2011-12-05;28,04
2011-12-02;27,96
2011-12-01;27,65
2011-11-29;26,64
2011-11-28;26,51
2011-11-25;25,82
2011-11-24;25,71
2011-11-23;25,88
2011-11-22;26,26
2011-11-21;26,29
2011-11-18;26,83
2011-11-16;27,75
2011-11-15;27,73
2011-11-14;27,77
2011-11-11;27,69
2011-11-10;27,47
2011-11-09;27,77
2011-11-08;27,90
2011-11-07;27,91
2011-11-04;27,77
2011-11-03;27,90
2011-11-02;27,70
2011-10-31;27,74
2011-10-27;27,55
2011-10-26;26,83
2011-10-21;25,97
2011-10-20;25,56
2011-10-19;26,31
